tweet,hatespeech
syetannn lah dengar tidak suka orang hijab syetan,1
t agama cacat hawa nafsu hr asysyihaab,0
omong ahok bukti anies sandi n janji soal reklamasi url lalu user,1
hrs sumpah allah swt benci kafir pak lukman tak nyebut islam damai slama sunni vs syiah v,1
tahu,1
terlalu aku user sipit jadi nda baca itu,0
saracen narkoba jakarta jadi apa anies pimpin kalo url,1
buah ketapang makan nyatain abang ontankapan cinta,0
udh user user gak anti aseng,0
okezonenews guna anggar negara jokowi banyak url kerja jelas ukur url,1
mbah soleh imf tahan kira internasional ekonomi global washington dana moneter tumbuh international,0
rt user cemeeh internasional puji prabowo,1
user user user cabe nya bbmn facrbookn masalah n mana tau doi tau nya berita sampah citra,1
user can keluarga satu syukur relate gue lengkap walupun is a lil bit messy sometimes juga gue ga cacat fisik nkarena banyak orang yang nasib ga bagus gue,0
ahok kitab aneh bela agama ahli surga si dungu user kata kitab suci fiksi,1
sok si bencong,1
user sipit aku dua ga ketawa aja udah sipit,0
rt user unch ena nya jadi bapak sby e teruss,1
user user ngakunya dulu e pernah burik jugapercaya ga,0
kalau begini baik jokowi mundur diri aja lempar rakyat ngaku tak mampu pimpin negara kalau mundur kasihan handuk semua,1
aku amannharam hukum ajak perempuan anak kecil medan jihadnkami lepas diri dr jadi bom kemarinnyg kemarin turut laku orang gilannaman afiliasi isis bom a kmarin jg kata isis tp k,0
tunggak fadli zon tanya pln soal,0
user borong banyak buat fakir umat yg miskin pengetahuannyanoleh orangbyg aku ulama borong murah borong borong riah,0
user user user user emang banyak bangsa cebong g tuju,1
user temen kerja mirip kang daniel brengseknntrus temen sekolah dulu mirip jongin n nnada lg temen deket gw mirip seokjin n nnintinya temen gw n semua,1
user yanan acara a cina,0
duli replyku enggak yg penting gantipresiden gantipresiden gantipresiden gantipresiden gantip,1
user user user bejad,1
kontol ngaceng sange,1
benar dasar sepak beta yahudi xfxfxxd,1
tekong sempang kerayong yg padu anak buah mys pandai rajin namapon gm kelas aku padu futcal jelas pro bila gbung ngan kelas aku time futcal edmet agama pon eheh jodoh sempurna kelas,0
info kompasiana prabowo i turun yahudi benar ga url url,1
xexxaxexxaxexxaxexxa xexxabagian profilnnnama bennett elizabeth lengkap nnmarga kangnnnama panggil bebe liza eelnntempat tanggal lahir jakarta januari nnagama kristen,0
trus doi ngajakin eue dong gw dm amatir anjir hahaha gangerti,1
user user user user user user kurang kerja lempar batu bang gw mah ga kaya temen lo lemparin bus main pake e molotov xfxfxx,0
user s malu maluin anak medan kau ruhutnnquiz nnsiapa yang kalo koar suka bawa bawa ras menghinan pak jk ampe foto politikus brengsek bakar makasar,1
rt user joget dekat raffi ahmad ayu ting ting bilang norak kampung sama nagita slavina g begini kronologi url,1
jalanjalan kota sumedangnada kambing makan rumputnanakanak r senang nmelihat banci goyang dangdut,0
user i kalah kan lu mampus,1
user hutang ganti dg bhs yg halus gotong royong bnr nalar waras rakyat indonesia sdng uji g rezim ininlulus naik kelas,0
iya salahmaksudnya parahyangan,0
gua e benci sama orang bloon gua ngasih informasi jelas banget hari tanggal waktu tempat terus nanya mana tik acara jam berapa hari apa bgst tololxfxfxxa,1
dasar bolot a url,1
a lama proses sidangahok waspada ulama kubu ahokyakni ulama munafik sesat sesat,1
aspirasi ibu lina sumedang calon gubernur jabar berantas pelakor hidup resah sdh warga desa,0
rt user sblmnya l user ngetwit soal sim gmn cara bikinnyannblkgn gw liat bnyk gambar seliwerannnada yg simnya xexxa,0
rt user user user mah ustadz bajing,1
user delapan cupu luh,1
url,1
gantipresiden kasar nama agama uztazah ulama umat,0
user iye dulu gw harap ahok e bukan perkara almaidah sih,1
nctea dulu kira renjun member korea jungwoo member asing gimana k tho,0
user turut sih most probably doktrin dulu yg kata etnis tionghoa begini lah lah lgsg disamaratakan l validitas cerita tsb pulannbiasanya cerita cuma sudut pandang hhhh,0
user lah takut mati ternyataxfxfxxxfxfxxxfxfxxnkalian lihat para terrorispemimpin kalian matitpi takut aja klian mau aja suruh matibom bunuh diri gobloknal bangsatdi juga takut matid,1
ditjen bimas islam menteri agama ri health and financial management training bismillah strategicactionteam aksinesia islamicwealthmanagement financialplanningsyariah syariahwealthcoach at k his grand savero,0
bbm naik listrik naik telur naik koplak percaya ini rezim nmasih,1
user user user user memang cebong klo ngomong sperti jauh dr ilmu wawas krn memang cuma org bodoh yg mudah dibodohxcxbi jadi rataxcxb caci maki ngomong ngelidur ilmu,1
ahok bukti guna jabat ri selaku gubernur jakarta utk penting sebesarbesarnya taipan kuasa china,1
user user tong mulu,1
user selera indie modern nplaylist lebih banyak lagu terkinintapi takut bilang anak indie idiot sama netizennnngapain insecure nnmusik jadul emang sampahnnmending bilang anak musik idiotnndaripada jadi anak jadul idiot,1
k jadi islam no tolak pembaziran salahguna kuasa sila tutup periuk sendiri,0
user user user tuh user user umat anies sandi user mkne otak dobol,1
paling motor jatoh malesin bukan ngebenerin motor punya koreng lutut which is literally pas udah kering bakal susah jalan koreng ketariktarik sama kulit,0
user user user a sp kok bilang salah cebong kayak elu gak ngerti sp goblok kok gak akhir,1
user hembus tka asing kuasa driver ojol,0
user aiish mas user msh mending r kumunis kan bukan komunis kumis hehehe,0
rt user kerja aja lah pansus sama dpr nya rakyat rugi bayar pajak utk gaji mrka g bubar nya jg sibuk sma kpntngn mrka sndri,1
apa pak user muhammad naik buraq mekah yerusalem dongeng naik user ibrahim mekah,1
jokowi ajak ulama jawa barat hoax lurus tahun politik,0
user nasib mu pelatnas shrs latih yg buang nihtp pecat latih pecat,0
user boxexxol bottom y msih sempit kontol gw smpe taik url,1
user user user antek komunis teriak komunis,1
usah konsisten batal jadi gubernur,1
sibabi china sangat biadab a kaum pribumi para jongon spt banser nu nusantara dukung timpang biadab mrk,1
lah lemes congor maz sini pake,1
bacot ni pecun u url,1
bohong seperti i yg lama lama akan cium bau busuk user,0
user sikah koar koalisi zon user hak usah banyak gabung jual congor turah gue mah kagak peduli,1
user sbnernya punya akun pir akun satu it cerita pendek jelas n kmren pas aku baca maaih crita aku baca smuanya skaligus tpi skrng udah d unpub smua,1
sidak rsup ahmad tabib sistim daftar url,0
gua asa orang,0
rt user user jadi denger dulu rela telpon berjamjam sampe habis topik tetep telpon dia inget wxexxa,0
user pamor tak jadi akan rk arti parpol usung dukung nista agama,1
pesantren bu keliling ayo siap ngantar,0
user yg import oom dr aseng gak dibikinin bawang,0
gaib tiba tiba tlp kantor cewe orang cina terus y bahasa inggris aneh terima tlp teriak ieu maha,0
user user user user user user user user user user user user njul nek gonku koyo ngono jenenge cocot borot njul,1
rt user antek cina yg u tdk percaya komunis sprt orang musuh bantai muslim url,1
jadi orang hebat serah hal apa telinga ngewe teman apa kunci mau buka karir jadi dengar yg baik keluh kesah,0
asing user mau ganti antek user,0
jekardah otw wussssttturunkan jokowi,1
rezim dablek ngutang udah banyak mau pake dana i haji lengser jokowi,1
user user user user ngutang buat nyuapin kamu u bikin candi mangkrak mending jamban guna guna,0
matanajwadebatjakarta kalau urus bacot memang anis makan juaranyamemang bakal nya bacot jakartahahapaslon yg aneh gede bacot doang,1
user kalo sma dulu kerja pas piket nyiapin perangkat kelas kek taplak meja spidol buku pulang kelas nah nih gaboleh tinggal kelas pas maju dibalikin loker ruang piket trs ambil besok paginyan,0
user uda ga dung yg nyinyir k uda d cuci smua sm ahok jd g da lg yg treak kapir xfxfxxxfxfxx,1
entah gue jijik liat wakil rakyat dpr si fadil zonk efekbacaberita mantan a koruptor nyaleg gembel ntar korupsi tiada akhir,1
kalau j bos presiden utk apa j presiden,0
berita bom teroris dengar kalau ini lusa wilayah surabaya barat kata duga teroris internet lokasi heboh,0
user ngak boleh kan pki komunis dgn simbol larang t napapun cara alas that dak tolerir xfxfxxxfxfxxaxfxfxxa,0
user user ngapain sini masuk setan,1
t amin rais prabowo ngotot ngomongin roh biar kata pahlawan padahal mau,1
integritas gelar program pilkada kpk,0
setan,1
user user user cebong tetap aja dongo,1
t indonesia milik karakteristik yg buat aku tak paling khas budaya orang indonesia hitsindonesiajuara by poetri a via user lmusikindonesiajuara,0
url revisi hahaa kampret,1
benar itu cinta bantu produk kita moga yg jadi sumut jadi sumut baik adang,0
yg ancam mau lengser jokowi bkn fpi alumnilgian apa uu yg ngatur kalau permisi lengser jokowi hrs mau dl dukung,1
apa tantang hadap pernah user kuchat,0
ab orang yg periang m senyum pernah raguragu ceria,0
user muka anjir minta kek,1
user kaga anjir,1
user jangan bikin gua maho ros v rasa n ken jadi chanyeol nih wkwkwk,1
ampun bentar nyampe jkt ini s mimpi burik,0
user beberapa kali aku ngeliat tellernya lg ngurusin mata uang asing gt cuman aku gatau ngomongnya gimana coba p tanya pak satpam aja ambil nomor antri biasa suka pak satpam kok kalo mau ambil nomor,0
bagi katak ge er isu memang jatuh o rezim isu adl kerja intelejen mengcounter gera komunis,1
user hahahahaha bukan sipit gabisa,0
g user tanya ada syariat islam yg ajar bom bunuh diri mana,0
user huahahaha kafir plonga plongo banci xfxfxxxfxfxaxaxfxfxxxfxfxx,1
user cebong baru tetas mana hari tahu pak rr,1
lengser gagal cs jokowi dlm perintah,1
user eyang diam nahan,0
jadi warga negara indonesianitu andanbangganini l bilank soekarno pki xexx benarbenar marah,0
user user user user user islam nusantara ada tolak sunni wahabism salafism s liberalism pluralism yg kerja sama dg yahudi as,0
user cair lah kau anjing syiah kenyang kau makan d rezim pki dasar syiah haram jadah kau anjingxfxfxxxfxfxxxfxfxx,1
user aamin k mungkin awal pilkada jangan pilih calon partaipartai usung puncak gantipresiden,1
user ken ngesaltyin kamori n yui takut gigit sama antek antek yg pampir xfxfxx,0
dek url,1
user banyak industri orang kerja nwkwkwk,0
seru ga rasioanal bubar pki ganyang pki emang jebot tahun ga sadar era buka,1
terkedu gakla fact dia sendiri taktahu jangkit ke yahudi sejarah nabi amp i moga hidayah,0
subhanallahnsaat mahasiswa lkkn aksi diam amp lbh hedon padahal negri lg sakit hutang tambah rupiah hancur trs listrik naik diam tengah malam impor naik tka ambil slrh sempat kerjannalhamdulillah msh bem yg bbm suara,0
visi misi bagaimana peluang djarot amp saksi kandidatbicara kamis wib user sama indonesia,0
inilh pimpin yg r buat negara martabat user gubernur serasa presiden,0
user wkwkw budaya e turun turun,0
bismillah lihat gubernur indonesia bangga pak aniespresiden,0
user hahagubernur sangat presiden ane rasa bangga,0
coba cek struktur tim asma anies sandi yg jelas kampanye dewi wakil bendahara aksi,1
d user biarin aja ngapain ngeladenin banci,1
user user user user tolol yg haqq tampil bong kalah nyolot tolol yg ga i xfxfxxxfxfxxxfxfxx,1
user congrats gembor aher gembar pak amp bawa media kmana ujug dah jd ajatu bandara d baru gubernur,0
kt sibuk h dgn feeeport yg serius pelototin usaha china yg nambang nikel morowalisulteng ber ribu tka url,0
user orang keluar memek ngapa luh neng gw emak yuks,1
sakjane awak kuliah iku diapusi u karo fakultas besok kl dah lulus kuliah km pimpin negarapak pak tung presiden punya anak kepingin anak dia begitu u punya,0
airlangga malumalu maju calon wakil a damping jokowi,0
user guru kimia jadi dlu rumus emang begini jangan nanya org banyak nanya tar w ateisnnapa hubung bambang,0
gak jadi kyk cebong xfxfxxxfxfxxxfxfxxxfxfxx,1
soal wacana pilkada langsung ilustrasi kerja pasang alat aga s kampanye apk paslon serta pilkada padang sedia kpu ulakkarang padang sumatera barat senin perintah sama dpr gulir wacana revi,0
pake kacamata mata sipit tenggelam tida r yha,0
gigih juang periode ingat cerita rawan k karena proyek yg masuk mereka rasa nama fee jd tdk dipungkiri andai rezim runtuh jilat akan miskin mungkin juha bui gantipresiden,1
masyarakat hitam putih dunia gak percaya ada agamawan okok rokok kerja,0
orang asing banyak cocok sebut pintu buka bicara panjang ketika relasi,0
siswi karya yosef ronaldo pardede,0
pltl sorry grup yg kristen mau masuk rl dm,0
user harap politik tdk pengaruh hirukpikuk ekonomi angka miskin turun,0
user user tenggelamkanitu keparat kepala koreng yg maha sombong langit nangislaj kau bocah dlm wkt cepat,1
rt user klu siapa bubar trus user yg mmberantas korupsi pak user jelas korupsi rajalela di dpr,1
user kuasa mereka milik semua bisa kontrol lewat aparat dungu keparat cebong alat,1
user user xcxab buaya model baru makan kebanyakn mulut gula,0
user user gubernur user koruptor maksud lu rssw reklamasi rakus si ahok,1
user emang bangke xfxfxx,1
user user manja gapapa kok my fans,1
u mimpi jadi nyata,0
sabtu pagi masyarakat adat baduy kembali lanjut jalan tuju kantor gubernur banten kawasan t perintah provinsi banten kpb curug kota serang sebabaduy dm,0
user user user kacau a kampanye emang negara ekong nya gantipresiden,1
bajing sekali kok drivernya pantes sebut kasihan yg ganti selanjuttnya bangsat,1
jokowi minta masyarakat alih pakai mata uang tiongkok a gantipresiden,1
anjir,1
rt user terus nyindir arti,1
pki u bangkit,1
user user salah kata biaya bank asing ato aku lho info,0
user indonesia user user user user pak apa program tki sy jurnalis koran berita user d hong kong,0
user najis zu aman banyak satpam lu minta gidaf a lah biar masuk,1
user r user berisik duo maho,1
user user user biar kt bubar pansus,1
allah gustikenapa user diam user user user gantipresiden user a user user,1
user lu mah ga g cuman congean,1
cocokk,1
apadong atom,0
ingin buruburu deklarasi prabowo tak serap aspirasi ulama habaib,0
user jakarta anti aseng,0
dulu buat salah sekarang ingin tebus kesalahannnberi lah a tuannncuma satu tuan jgn gantung harap sgt org kata jgn taksub juga kata wala butannsebab perlu yg kritik amp bangkang bila kritik,0
user user bukan o bani cebong bani serbet mas ngajak ribut,1
user user user user user u user user user user user pki mau rusak islam bahaya,1
bisa maju si jilat kotor ahok guntur romli tuding i asma dewi kait aniessandi url,1
user aku pernah kak beli barang cina shopee trus yg ga paket aku tanyain kan sellernya mau ngerefund akhir refund kan aku rugi di ongkos kirim ini barang jual masing a jual udah gabung sa,0
rt user user coba sikap bodo sama yang ga penting hidup kamu kalo kamu buat salah gapapa m kamu manusiaxexxa,0
kali prof user balas akun teriak caci amp label beliau dgn kafir liberal jil jawab punya satu rasa penasaran bagaimana wajah manusia balik akun tsb lihat sy profesor yg kalem amp sangat berb,0
user jangan paksa rakyat berfikir teroris bisa pesan para politis nbikin uu yg guna utk rakyatbukan - guna utk para keparat utk anda gajixfxfxxac,1
memek terus,1
user jiahahahhh si bencong idiot galau apa yg neh tau sering nyebarin berita fitnah maklum sih gw sama bencong turun gerwani spt elo conggak fitnah gak makan kan sama spt kerja lo ngeper suka mangkal emper hihihihihihi,1
minta saksi fiktif gubernur sumbar,0
sekarang aku tak jumpa maklumat pasal bangsa parut kat muka diaperempuancam kesan toreh itu sama ada pisau budaya cantik ritual agama mazhab padahal islam,0
user user user huahahaha tidak langsung aku yah cebong memang pinokio mau milih jadi presiden kalau iya arti beliau dungu,1
user urusn urus urus ma jempol ama zumiiiii,0
user user user anti barat mereka lbh u kir komunis spt rusia jaman soekarno condong rusia klo ga salah cmiiw,0
user sd papua minoritas jilbab boleh pake protestan kalau ajar agama misal kelas a b yg islam disatuin satu kelas yg protestan kelas sendiri katolik sendiri hindubudha main jam kosong pindah hari,0
user cebong lo benerin,1
komunis sedang playing victim,1
user user because agama iman tidak perlu bela tdk nista agamadosa m tdk adl milik si maha cipta duniamengampuni kasih adl yg baik,0
user tiada hari ngomongin m kunyukxfxfxxxfxfxx udah punya kuota kan iya udah punya,1
khofifah indar parawansaemil dardak saifullah yusuf gus ipulputi guntur soekarno adu gagas program debat m pertama pilkada jatim selenggara kpud jawa timur,0
t presiden user trumph dangkal bodoh jokowi sinting kalo jd presiden korupsi hilang negara,1
user sombong banyak bacot awak rupe macam monyet awak becakap tu pakai akal sikit k orang singgung anjing,1
nah junjung n agung muhammad saw aja begitundak ngajarin orang islam utk marah islamituramahbukanmarah nderekgusmus,0
user bacot lu min sinyal busuk kaga bs pake ape,1
user user user rasa singgung twitterlaporin ditolakwong delik gak yg manawaktu ahok,1
iya jadi gitu monyet anjing gua ngomong lu lamalama kesel jadi astaghfirullah haladzim gaboleh gampar kasar maapin x ngentot url,1
user idiot gimanasi,1
matanajwadebatjakarta si babi cina ahok bloon banget sok pinter banget asal bukan ahok,1
debatfinalpilkadajkt mampuuuusssssss mpok silvy,1
hari sabtu pagi adat baduy jalan tuju kantor gubernur banten kawasan perintah kpb kota,0
user user cuma bacot doanggue yakin tdk i laku,1
u user user xexxmundur teraturxexx xexxtahu dirixexxnnseikhlasnya cewek tetep kalo cowok misqin mau bilang apannxexxcaku nikah kamu bukan kaya aku mas tp cinta,0
sipit bri,1
n user user beda sama rejim mukidi planga plongo,1
user ayo jenderal user lah calon,1
a tanyain ttg kurikulum giat jurus ttg sekolah tsb ibu guru yg nerima beri cd gratissss ttg sekolah tsb beliau sudi hati ngajakin keliling sekolah tsb nnnama sekolah smk katolik santo mikael,0
user gak bong otak masuk dungu permanen xfxfxxxfxfxaxaxfxfxxxfxfxaxa,1
user peluk dulu takjil bom nya eh ambil,0
user g user user user user wuih paham betul jawa timur kok ndak jadi nasehat gubernur mas kok malah mburuh pabrik eman potensi maseh,1
user g ama ak cina,0
yg sekolah sekolah kristenkatolik mo yg jilbab hari seragam wkwkwkwwkwk ini gak cuman sma dari smp,0
otak mulus jual mahal harga krn gk pernah pakai alias kalau,0
a rt user user waduh begini mending bikin google form aja takut yg ngerep diusilin sama cowok bejad,0
gue vadjadjaran kan corakcorak pake v hipotesis lho,0
perlu tak iman yg fiksi apa sampai para ulamakyaiustadz dalam ceramah semua fiksi ayat fiksi semua bukan pak user,1
modar i cuping mulu sama deandra,1
sesal hasrini anak menantu hilang bulan ikut gafatar sadar sesal a tipu islam user,1
kalian bubar u kpk bubar wakil rakyat url,1
user deh mimpi kayak udh lupa cuma kunti nya inget,0
hp cas gak mau batre nya,1
user user user user user user user user user user user user user user user user user user user user user user user,1
bupati user sampai dalam waktu dekat akan gelar pilih kepala daerah pilkada serentak baik pilkada gubernur presiden wali kota jokowiajakulamasejukkanpilkada,0
user user user user user user user user user user user user user user user user user user user user user user user user p,0
baru all dongo dogfightingnnbut will take than fishbednnyang punya menit tempur,1
wah wah temu luar biasa,0
cinta buta lumpuh bawa paruh jiwa,0
buta gimana greetings dong hehe,0
mau seleb td orang bareng bahkan klo ga yanpansos suka sama nunggangin pikir,1
baru berita ppp tolak pencapresan jokowi baru dukung pdip ppp tolak jokowi jadi presiden periode partai satu bangun ppp kubu pimpin faridz tegas tolak jokowi djan indonesia dua periode,0
hidup kadang atas kadang bawah kadang kadang nginjak tai ayam nginjak tai ayam,0
antum mau nyindir user antum udah cek beberapa kader yang isteri nya bab satu gila kader sekarang udah masuk lebih bahas jumlah isteri,0
user user user user roslan i saari tu yg murtad dn kapirxfxfxxdmenyokong tonmamak lalak dgn ct kasim sbelom pru req lesen lgbtxfxfxxterangxcxb bahalol tu tolak allah,1
kata presiden sby dana anggar ga a bikin gas aagymkata aku akibat korupsi anggar jadi bisa bikin gas investor bikin gas,1
tiga ingin bahas presiden ratas kali u sisi promosi asiangames baik mediamedia lokal maupun mediamedia internasional,0
ormas radikalfpi fui htihrs dibubariklu yg radikal anti bhineka anti cina kristen ga disadarkanusir sj suriah u gabung isis,1
hahaha mata picek j a,1
user kita kembali marwah kampus rejim n biadab nyungsep nnaamiin,1
user user aseng yg bajing spt ahok a kronixcxb nya perlu anti kan,1
user user sekalipun hal masalah agama patut mengatasnamakan d agama cover perkara orang,0
apa tak yg hina layak ikut user user user menag gafatar islam layak ikut masyarakat,1
user user situ tanda kedongoan lu ngurusi usaha k pribadi aja ga becus gimana mau ngurusi negara yg lebih besar btw pajak udah bayar blum wkwkwkwk kampret dongo,1
karakter s kartun deskripsi karakter luhan xexxcraja monyet dragon ballxexxd mereka dua milik rasa adil xd,0
rt user sby politik tp sby begitu kuat pengaruh,1
birokrat daerah mu lah piye mu owalah paaak paak gantipresiden,1
pergi tka harap cipta lowong baru target capai posisi sektor tahun khusus,0
user user yg perlu putar d nyadeklarator partai komunis indonesia nama ketua nyaasalnya komunis cina soviet,1
g sekali rezim sm gantipresiden smp dselidiki kya jatuh helikopter pngangkut warga china,1
user agama milik kitab klo atheiskomunis beda,0
rt user hajar bleh untuk bela n nomorkoruptorcuihhhhhh url,1
user user tetap hati syiah sahabat itu fakta kondisi suriah lihat hubung dekat rusia komunis,0
apa user mikir salah rezim tampak iki,0
user celeng hutan celeng pelihara a tetap babi begitu,0
user beda harus biasa alam demokrasi sekarang inijangan orang rezim yg sekarang pro penguasagerah gitu dgn beda dulu partai yg m sekarang kuasa sering kok demokritik,0
user rong mah bukan ndut kurus bukan kurang eue tapiiii banyak uit mah i aja ga perlu rong kan tinggal nyoh nyoh xfxfxx xfxfxx xfxfxxc,0
masalah dunia masalah m nafsu kang user kata kok sayap kayak burung hantu url,0
lengser jokowi krn bukan telah banyak langgar tentu perundangundangantapi tak becus kelola j negara,1
user benar buat sampai sekarang paranoid tengah mati tionghoannoverseas chinese ikut asas kewarganegaraannya ius sanguinis alias mau lahir mana otomatis wn tiongkok baik nasionalis w taiwan,0
hukum si hina penjara quran berat berat al ahok penjara ahok,1
user user t sama perempuan indonesia onta,0
sofyan lestaluhu wakil tim persija duka alm fahreza,0
a orang suka sendiri tapi juga balik,0
n user user cebong juara satu lari kenyataankepintaran akal sehat,1
indonesia warga hindu nusantara p tak pernah jelek kan hindu india nkatholik nusantara tak pernah menjeleknjelekkan katholik vatikan bahkan syiah nusantara tak pernah menjelekjelekkan syiah iran aneh yg aku islam nusantara kok men,0
user tolol setanalas monyet cebong kodok kita hilang kosa kata dari kitasepakat,1
jawab rohani kitab suci agama kristen alkitab yohanes n sains sains adalah tuhan allah,0
user pake kntl siapa n copot dulu xfxfxaxaxfxfxaxaxfxfxaxa,1
user user benar tp ada halang ajar sekolah agama saya tk di m uk us ada sekolah monastic spt sekolah katolik universiti kristian boleh rana yg minoriti la perlu assimilate k,0
gabisa mandi sampe pagi jablay,1
jancuk moment ketika kamu buka ig terus gak sengaja liat story doi sama lakilaki lainndan tambah doi lebih cantik bahagia and lihat biasa banget huewwwww,1
pak user tri yg tak capai r ganti aku presiden yg tak tepat janji lengser,1
user user negeri jamrud kali bingung katulistiwa mau kerjasama komunis liberalis salam sehat selalu pak user,0
user user user user kalau mau perang hayok by pukul pukul jg hayok sampah gara orang kayak ente indonesia puruk otak otot hayo,1
j cocot lo,1
user legeslatif jancuk xfxfxxaxfxfxxa,1
user u bacot lu orang kota yg miskin,1
bentar pilkada gai buat yg mau nyolok omat mah gai kalo milih pimpin yg sesuai mata hati bukan o sesuai mata uang,0
allah tempat pd bagi depan buah g tradisi yahudinneliyakimnelhanannelkanannatonnyehoshuanyehonatannyehoyada,0
user sumpah weh pastu tenggek kat counter pickup makan tu nak apa sial kau masuk lah kitchen tu terus tengok dorg buat u makan kau bodo,1
please tuh gangerti af mungkin lah apa kek,1
rasa logika mereka sabar dendam,0
gaji anggar buat user tunjang anggota dpr yg paling pantas potong,0
brisik bistu lo brisik bahkan lbh brisik bacot tolol s manusia ga tau diri,1
user n yg hasil rezim ininyata amp tampak adlh bikin infografisyg sempurnasampai dukung nya puja puji tiada hentipdhl fakta lapang tdk sesuai dgn infografistsb,0
anis baswedan juluk m gubernur maroko,0
duta besar myanmar aja ga berani usirharusnya besok hbs a sholat gruduk duta budha indonesia gagu semua,1
user yaelah b nama orang sakit mental yg otak udah pindah silit wajar aja kalo denial,1
turun anakanak kapan,1
rt user user user user user iya lah r kampret kalau engga agama indo hancur masuk lu hancur,1
a out kolaborasi idiot,0
user babi pagi koar gk butuh nkri karna lo jilat loncat,1
jadi radikalisme kata buat islam indonesia jadi peran elite global ingin rangkai drama,0
user user user cie cie bani cebong pura disodorin gag bayar cie cie dasar cebong pura tulang aja cepat uang wkwkw,1
rt user pantas a dr menteridata aj ngawur memkasakan betulhahaha ahokpastitumbang paslon pilgubdki,1
shone nam xexxa film kisah nam si cewe per yg ngefansndengan shone cowo ganteng nan populer laku segala cara bisandeket sama shone salah satu ubah tampil cewe culunnjadi cewe cantik,0
presiden jokowi harap sama kerja skema juga laku dalam pembangunanpembangunan lain,0
cinta pandang sempurna fisik tak cinta pandang hati pernah buta,0
user yang islam lahir islam nu indo raja hindu animi,0
ngefans berat tuh t ama justin timberlake usher kalo dari korea suka dbsk suju shinhwa n kim tae hee,0
ongkos cetak uang mungkin murah cetak uang perlu cadang emas cukup makanya enggak sembarang sedih i nih guru ekonomi smpsma kalau tahu parpol oposisi ngetweet,0
anda ada buah asai coba negara komunis,1
user bani kotor hewan sawah,1
user r nih pasu tukang burjoakun nye bokep meluluxfxfxxxfxfxxxfxfxx url,1
ingat dulu org nk deactivate punya la e drama sampai buat countdown bajing,1
rt mjadi n nista diri jkt,1
orang kalau lebih sama kamu banding besar genderowo,0
user g minggat gua line cebong barbar isi,1
baik besok tempuh uji nasional siap diri anak kosentrasi ajar berani jujur raih prestasi baik,0
alam luar biasa atraktif indah destinasi malaysia banding indonesia datang jauh,0
user kpk ga sby demokrat kata,1
bubar hti presiden jokowi diktator nilai url,1
ds najib ialah orang negarawan yg zalim rejim ph ntidak a bukti a,0
sy deh klo gantipresiden mukidiers ga kan mampu gusur ikutin hestek tetapjokowiyangdiganti,1
rt user nomer dua indosat ada n pulsa barusan ngeh kalo pulsa udah rp padahal ga pernah dipakenuser bangkexexxa,1
rt user bisa cuma nyata bikin yg g baik bikin malu prabowo,1
alhamdulillah moga dr zakir naik lanjut usia allah swt mudah dakwah negara nnumat hindu perlu d kalau d makna sudah mula ragu percaya dengan kata anda bayang,0
user poltak bener manusia watak babi jaman user gencar bela cocotnx monyong klo ngomong skr user sanjung bak dewa skr sy tanya sm kau poltak babi bbm m jelas bahan pokok m tki pancung cocotmu,1
dekalarasi pilkada aman anti hoax warga d sari jabon,0
user s buaya ngga bulu xfxfxx,0
sahabat budidaya prof k skala ekonomi teknologi state of the art supply chain management system yg integrasi sustainable development principles user majuakuakulturkita,0
tahu andannpasangan heteroseksualstraight barangkali lebih homoseksuallesbiannndan landa hamil ancang banding pasang tinggi lebih tinggi kadar buang bayi pasang heteroseksual banding pasang,0
user seperti bijak mukim informal indonesia mirip yg skrg biasa laku gusur beda waktu dulu warga mukim sebut dukung tahan tanah partai komunis itu seh,0
rt user user kamu manusia yg buat tanah udah r tai kucing,1
user user mungkin gn lahir rezim politik suharto kuasa tunggang tni,0
user ancam nnluculucuan mata sipit lucu bom,1
itusudah lah mundur aja karana,1
bagusbersatu teguh url kuasa berceraiaseng,1
tertawa bareng dgn,0
virus tingkat b pake antivirus ngga tau sarap abis,1
jkw jkt vs hambalang akhir kisah sinetron cebong kampret pernah t prediksinggrisjuarapd,1
rt user olahraga apa nama ekstrim bungee iya apa banci jamping iya jumping banci tumpakke trail banci njampingxexxa,1
juga tulis impi bagai impi depan,0
apa ini output kecewa yg,0
tak layan pak minta tak turut marah ancam,1
user user maklum kaum onta kok t indo otak dengkul,1
ava kemi najis bgt o eek,1
batal anies angkat soemarsono jd cc user,1
lebih user segera lengser baik indonesia,1
user cuman tokoh gusdur presiden yg mrngakui d cina jadi wni ahir nya indonesia sampek bener mw warga kuasa cina,1
ada barel,0
user wkwkkwk mirip jir e bera edna ga sipit,0
kerok rasa lelah sanggup ngerokin oke sudah baru deh kasih minyak cina finishing beres selesai ibu ngambil gel aku pake,0
nama cawgub goblok n gak ngerti atur debatkelihatan bego licik itu sandiaga uno,1
user idiot idiot idiot manggil ngaca,1
kepala hoax siap sukses pilkada,0
kritis ditangkapin n negara sinting,1
rt user user ajak dialog tolak apa wajar u bila rakyat tuduh kalian antek komunis,1
hibur prabowo capres masalah jadi presiden rakyat memilihaku ikut senang rakyat indonesia butuh pak,0
gw bilang babi ahok apa dong kafir gw ken gerombol babi ahok rasa bagaiamana klo g anjingin bangsatin,1
user komunis komunis gaya,0
c perppu ormas produk m represif anti islam,1
