,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
7871,si xfxfxxaxfxfxfxbb pas dperhatikan warna badan kontras sekali sama warna muka muka putih badan coklat ni was like xfxfxx lu kata mata gue picek apa bisa beda pake krim mutih yang pa,0,0,0,0,0,0,0,0,0,0,0,0
7872,user halah bacot mulut lelaki terkadang selalu,1,1,1,0,0,0,0,1,0,1,0,0
7873,user bpk presiden user yth hampir tahun korbanphkfreeport blm jelas butuh perhati bpk korbanphksepihakfreeport user,0,0,0,0,0,0,0,0,0,0,0,0
7874,rt user bpk jangan diam sj kok gebuk dpr,1,0,1,0,0,0,0,0,1,1,0,0
7875,tadi janji kalo bukti gak nyimpan barangbarang kenang bakal dilepasin selamat kalo bukti salah hukum kayak orangorang yahudi film the boy in striped pyjamas,0,0,0,0,0,0,0,0,0,0,0,0
7876,balik sama lo idih najis tujuh turun dah,1,1,1,0,0,0,0,0,1,1,0,0
7877,tahun masyarakat adat baduy serah hasil panen pjs bupati lebak ino s rawita gubernur banten wahidin halim sebabaduy dw,0,0,0,0,0,0,0,0,0,0,0,0
7878,user user user user user user user user user user user user user user user anti aseng,0,0,0,0,0,0,0,0,0,0,0,0
7879,i hasil makmak kalian jual puki kslian yg pihak pki si ahok anak china anjing kafir serta nkri bukan dapat,1,1,0,1,1,1,0,0,0,0,1,0
7880,hutang nya aja bangga in bukti rezim sudah gagal gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
7881,user yg tanda tangan freeport kk ngga maksa iupk freeport bawa abritase international bakal kalah bisa nunggu kk nya habis negosiasi iupk rezim pilih yg dua yg ini ngerti ma,0,0,0,0,0,0,0,0,0,0,0,0
7882,ngapa yak user sama user sama sama kacrut jaring taekkkkkk,1,1,0,1,0,0,0,0,1,0,1,0
7883,user aku sih kata temen waktu awal liat jutek sinis judes dingin pas awal doang pas udh deket bgt malah bilangin w gila stres sarap emang sih kadang wkwkwkw v jujur bgt w eastaga nntpi kok yg deketin haha,0,1,0,0,0,0,0,0,0,0,0,0
7884,rt user user user bolot anak alay maxx mah biduan kebo parah nyebelin suka bikin marah mesum bau pedean nntapi mudbusxexxa,1,1,1,0,0,0,1,0,0,1,0,0
7885,nama pancing konflik horizontal kalo polisi biar bagi itu waktu lengser jokowi indonesia hancur,1,0,1,0,0,0,0,0,1,1,0,0
7886,rt user gaya beruk preman kampung begini klo mantan supir tembak metromini masuk dpr kampung debat malah ngajak rantam dxexxa,1,1,1,0,0,0,0,0,1,1,0,0
7887,nabi para sahabat tinggal senang dunia rana agama sebahagian umat akhir zaman tinggal agama rana senang dunia hanya kejap alangkah rugi,0,0,0,0,0,0,0,0,0,0,0,0
7888,kemarin ken nanya nggak enak apa sudah laku anies sandi lama bulan kuasa dki nyaris tak dengar,0,0,0,0,0,0,0,0,0,0,0,0
7889,rezim laknat si jokodok gantipresidenbaru gantipresiden asalbukanjokowi,1,1,1,0,0,0,0,0,1,1,0,0
7890,jadi karna aku biasa nonton yamaken peranin cowo cool ala ala ikemen gitu jadi penasaran gaa yaaa doi peranin dokter kena savant syndrome macam autis iya autis tp jadi dokter,0,0,0,0,0,0,0,0,0,0,0,0
7891,dia allah tetap tempat orbit kmu tahu bilang tahun hitung waktu qs,0,0,0,0,0,0,0,0,0,0,0,0
7892,user sibuk jilatin bokong jokowi ngabilin dpt ilham subhanallah,1,1,1,0,0,0,0,0,1,1,0,0
7893,si janda nyebar hoax dgn gagah culun tep muncul lebih gaya gagah simpul janda culunxfxfxxxfxfxxxfxfxxd,1,1,1,0,0,0,0,0,1,1,0,0
7894,tumbangkanjokowiradikal lengser jokowi,1,0,1,0,0,0,0,0,1,0,0,1
7895,enakya klo punya pemimpindihargai mata dunia,0,0,0,0,0,0,0,0,0,0,0,0
7896,sah survei baru mayoritas warga tak jokowi jadi presiden padahal duit jalan bagi sembako naik choper d tetep gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
7897,wagirin aarman apresiasi usul pilkada pilih dprd,0,0,0,0,0,0,0,0,0,0,0,0
7898,export aja dul buat sebar ahok hongkong sapa tau ahok jd gubernur hongkong haha url,1,0,1,0,0,0,0,0,1,1,0,0
7899,kuat arsip digital budaya indonesia menko pmk kunjung indopos,0,0,0,0,0,0,0,0,0,0,0,0
7900,ekonomi merosot utang bengkak bumn mau jual pak jokowi mundur sajauser chirpstory url lewatuser,1,0,1,0,0,0,0,0,1,1,0,0
7901,acara yg dungu mambiadabkan bangsa ngaji budaya muhammad arab buta huruf ngaku nabi ganti budaya baca,1,1,0,1,1,1,0,0,0,0,1,0
7902,user babi tak ajak,0,1,0,0,0,0,0,0,0,0,0,0
7903,budaya sunda bikin mahasiswa asing jatuh cinta ini koran tradisi seni adat budaya,0,0,0,0,0,0,0,0,0,0,0,0
7904,allah swt memang bukan tuhan wasiat bukti dungu biadab,1,1,0,1,1,0,0,0,0,0,1,0
7905,user user user user user user user user user user user user user user user user user user user user user nete nya air silikon,0,1,0,0,0,0,0,0,0,0,0,0
7906,retweeted ubaid sdq user takabur lahir siapa kuasa rakyat ulama maupun cendikia bahkan iblis mahluq yg alim amp ibadah atus th laknat krn hasud takabburnya,0,0,0,0,0,0,0,0,0,0,0,0
7907,user lucu kntl,0,1,0,0,0,0,0,0,0,0,0,0
7908,hatihati pake foto aung suu kyin jabat indonesia dilaporin ke polisi partaiparno url,1,0,1,0,0,0,0,0,1,1,0,0
7909,kenal pertama user wiro sableng jurus kunyuk lempar buah url,0,0,0,0,0,0,0,0,0,0,0,0
7910,juli komisi nasional hak asasi manusia rilis lapor soal bunuh orang korban luka berat cacat wamena lama sisir tnipolri april nnpak harto nnletakkan sedikit hati logik,0,0,0,0,0,0,0,0,0,0,0,0
7911,geng liberal komunis selalu kata komunisme benar tak amal laginnpernah dengar geng fasis sosialis nasional selalu komplen kata ideologi pegang benar tak amal,0,0,0,0,0,0,0,0,0,0,0,0
7912,user anak setan,1,1,1,0,0,0,0,0,1,1,0,0
7913,user sni mami aq yg jlatin memek nya,0,1,0,0,0,0,0,0,0,0,0,0
7914,ppp jangan buruburu tolak wacana pilkada lewat dprd ppp minta wacana kembali,0,0,0,0,0,0,0,0,0,0,0,0
7915,user user yalord panjang bgt critanya inti agens brengsek emang,1,1,1,0,0,0,0,0,1,1,0,0
7916,pki hrus d adakan lge krna prabowo nyapres yg ga pilih prabowo d bilang pki trus klo gue pilih pa jokowi lu blg apa emx gue pikirin,1,0,1,0,0,0,0,0,1,1,0,0
7917,yakin tgb zainul majdi mampu gantipresiden presidenbaru,0,0,0,0,0,0,0,0,0,0,0,0
7918,idiot bet dah si bang luk url,1,1,1,0,0,0,1,0,0,1,0,0
7919,user kalau tambang asing rampok sda indonesia freeport legal yah,1,0,0,1,0,0,0,0,1,0,1,0
7920,rt user bantu rohingya kata prabowo cuma citra klau cuma ngomong thok kayak prabowo sebut apa,1,0,1,0,0,0,0,0,1,1,0,0
7921,kenapa gerombol bela pki keluar semua ternyta satu kolam para dukung nista hadeh,1,0,0,1,0,1,0,0,0,0,1,0
7922,deklarasi anti hoax polres pematangaiantar dukung pilkada serentak tahun user user user user,0,0,0,0,0,0,0,0,0,0,0,0
7923,banyak remajapemuda kristen jatuh gaul bebas jangan pengaruh dunia jauh dosa cabul perzinahan makin marak dimanamana hidup roh bukan daging,0,0,0,0,0,0,0,0,0,0,0,0
7924,jadi orang yg marah rasa tipu janji palsu jokowi bakal dilaporin polisi satu nih dasar gila,1,1,1,0,0,0,0,0,1,1,0,0
7925,tunggu orang datang rumah kebelet eek sesuatu,0,0,0,0,0,0,0,0,0,0,0,0
7926,jadi joget joget mute hongdae tuh gidle edan maning,0,1,0,0,0,0,0,0,0,0,0,0
7927,bodoh jajah budak islam tuhan sama semua orang user tuhan yg layak sembah siapa,1,1,0,1,1,0,0,0,0,0,1,0
7928,user ada ruu sempurna sich lihat kembang nya kalau jadi bom arti ruu sebut kurang keras masih kurang represif masih buat ragu aparat nyadan kalau nggak jadi arti,0,0,0,0,0,0,0,0,0,0,0,0
7929,sedia infrastruktur tingkat kualitas hidup dorong gera ekonomi daerah kurang biaya logistik muncul pusat tumbuh ekonomi baru jokowisekalilagi,0,0,0,0,0,0,0,0,0,0,0,0
7930,presiden jokowi ikan gamelan dua sekolah,0,0,0,0,0,0,0,0,0,0,0,0
7931,cina ahoker skrg berani bayar pribumi aparataparat korup u legal aktifitas cina bangsa bukan suku indonesia usir cina,1,0,0,1,0,1,0,0,0,0,0,1
7932,user ngakak mulu lu kunyuk,0,1,0,0,0,0,0,0,0,0,0,0
7933,presiden jokowi tinjau bijb majalengka jakarta sumatera headline presiden joko widodo selasa tolak tuju kabupaten majalengka jawa barat tinjau bandara internasional jawa,0,0,0,0,0,0,0,0,0,0,0,0
7934,bangun tol cipularang banyak untung hasil jumlah turis kunjung bandung tingkat jarak tempuh jakartabandung jadi lebih singkat cepat bangun ekonomi bandung lain lain selamat ha,0,0,0,0,0,0,0,0,0,0,0,0
7935,user user user user bukti memang biarpun kalian sebut cebong tpi otak pinter kerja kerja kerja gak kaya kamprettt banyak cocot bnyk mulut tpi otak gak pakai sya scren shot smua cakap u bukti s,1,1,0,1,0,0,0,0,1,0,1,0
7936,user seperti orangorang agama ngotot orangorang ateis bukti tuhan ada,0,0,0,0,0,0,0,0,0,0,0,0
7937,user puter goblog jangan bikin sy emosi,1,1,1,0,0,0,0,0,1,1,0,0
7938,user keparat,1,1,1,0,0,0,0,0,1,1,0,0
7939,rt user liat video pasti kontol langsung ngaceng expresinya bikin kagak nahan serasa ken crottttt url,0,1,0,0,0,0,0,0,0,0,0,0
7940,kau mulai kau yang selesai idiot tweetdsap,0,0,0,0,0,0,0,0,0,0,0,0
7941,user berisik tai gajedot diemin jempol lo gak,1,1,1,0,0,0,0,0,1,1,0,0
7942,komplit tidak banjir tka tenaga kerja asing malah jokowi restu wna duduk jabat direksi bumn benarbenar parah negeri tidak pilih selain gantipresiden gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
7943,user hahaha banci kaleng langsung nyungsep kalau tanya pakai akun palsu kalau ga banci saracen waspada waspada,1,1,1,0,0,0,0,1,0,1,0,0
7944,user eek nya jamban sih,0,0,0,0,0,0,0,0,0,0,0,0
7945,user user nulis macam tweet kau biasa kapirun manufikun baubau pki paling ngaku aku pancasila paling ngaku aku indonesiatapi mental mental kachung,1,1,1,0,1,1,0,0,0,1,0,0
7946,inggrid widjanarko abdi hidup seni budaya poskotanews,0,0,0,0,0,0,0,0,0,0,0,0
7947,cina angkat kaki lu istana,1,0,0,1,0,1,0,0,0,0,0,1
7948,user dong orang bego gak usah kasih lapak min,0,1,0,0,0,0,0,0,0,0,0,0
7949,user aku islam maba univ katolik,0,0,0,0,0,0,0,0,0,0,0,0
7950,kok psk hasil mengalahkanmemulangkan atlet jepang ga kasih bonus mnnuser,0,0,0,0,0,0,0,0,0,0,0,0
7951,user pantes bolot gin,1,1,1,0,0,0,1,0,0,1,0,0
7952,warga baduy selesai ingat tradisi seba pendopo pemkab lebak lanjut temu gubernur banten wahidin halim hari ini sabtu sebabaduy im,0,0,0,0,0,0,0,0,0,0,0,0
7953,ahok kafir takut debat rakyat asli pribumi nelayan para pakar reklamasi rakyat ahok kafir bencong,1,1,1,0,1,0,0,1,0,1,0,0
7954,user mundur mas kamu tolol,1,1,1,0,0,0,0,0,1,1,0,0
7955,user hati nyebarin video bom ledak mau tangkap,0,0,0,0,0,0,0,0,0,0,0,0
7956,rt user memek gatel ken kentot pake kontol keker,0,1,0,0,0,0,0,0,0,0,0,0
7957,user user imajinasi sendiri xfxfxxxfxfxxxfxfxxnnmarie elka pangestu kwik kian gie rudy hartono sus susanti irwan hidayat bos sidomuncul jaya suprana ratus tokoh tionghoa adalah orang baik,0,0,0,0,0,0,0,0,0,0,0,0
7958,doi makin kesini makin bangsad,1,1,1,0,0,0,0,0,1,1,0,0
7959,rt user maaf tak selesai masalah berapa banyak ternak dagang rugi akibat ulah manusia dan bexexxa,0,0,0,0,0,0,0,0,0,0,0,0
7960,alhamdulillah dukung kalah sy tdk pernah kata sontoloyo klub idola org krn sy tau kata muncul akibat lampias amarah syg skl oknum tak lihat laku saat puasa xfxfxxa,0,0,0,0,0,0,0,0,0,0,0,0
7961,manusia apa anjing matimatian rela jadi murtadz babi ahok kafir url,1,1,1,0,1,0,0,0,0,1,0,0
7962,rt user user sejak pak ahok tdk jd gubernur preman tn abang tambah banyak,1,0,1,0,0,0,0,0,1,1,0,0
7963,user gpp ak jadi yahudi karna,0,0,0,0,0,0,0,0,0,0,0,0
7964,user user user user user cebong sampah masyarakat,1,1,0,1,0,0,0,0,1,0,1,0
7965,pas reza rahadian bilangnnaku buta bukan mati rasannbanyak hati patah,0,0,0,0,0,0,0,0,0,0,0,0
7966,user user emak lu jual yanbajingannanak lacur kau rupa,1,1,1,0,0,0,0,1,0,1,0,0
7967,rt user yg mau bntu muslim rohingya jgn bilang siapasiapa ntr bilang pencitraanapalagi user tau user user user,1,0,1,0,0,0,0,0,1,1,0,0
7968,bagus kalau gak bukti lapor balik user jelasjelas bahas panjang potong akbar faizal beda fiksi fiktif gak,0,0,0,0,0,0,0,0,0,0,0,0
7969,user user user user user katolik istilah inkulturasi iman katolik ungkap tampak dalam budaya tempat,0,0,0,0,0,0,0,0,0,0,0,0
7970,user user hmmm kl aku ga dukung sih sama aja tetep biar tindas bukan gimana walaupun km g tuju kayak yg aku blg u sorta let it happen kl km ga support kamu bakal bisu dlm isu lgbt yes no,0,0,0,0,0,0,0,0,0,0,0,0
7971,user user user user user user user rawat bangsa dg masker cap sara alas anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
7972,keren ksatria jantan berani patuh hukum bukan banci yg kabur sapa polisi xfxfxxe url,0,1,0,0,0,0,0,0,0,0,0,0
7973,user user user cebong ga punya otak asa sama korban tau cuma nyinyir,1,1,0,1,0,0,0,0,1,0,1,0
7974,amat novri sus emil agresif puti lebih woles,0,0,0,0,0,0,0,0,0,0,0,0
7975,kelompok bang,0,0,0,0,0,0,0,0,0,0,0,0
7976,user betull dagang aneh nyata masa harus nya harga rb per kg biasa nya bulan nasional idul fitri lebaran lah di luar hari trsbt malah rb aneh nya beras murah rezim aneh,1,0,1,0,0,0,0,0,1,1,0,0
7977,user user user cocok jadi presiden,0,0,0,0,0,0,0,0,0,0,0,0
7978,user kristen universal bawa damai mana ada situ ajar kasih musuh mu,0,0,0,0,0,0,0,0,0,0,0,0
7979,user user iya sih lu pake ava laki aja tetep dpt dm titit,0,1,0,0,0,0,0,0,0,0,0,0
7980,user user kan banyak tka cino yg masuk indonesia mungkin masuk bapak om yg datang skrg kan curiga cino yg ahoker,1,0,0,1,0,1,0,0,0,0,1,0
7981,user hadoiii kalau menteri tapi susah islam senang liberal senang ateis senang lgbt apa kelak soal akhirat teruk kena bantai puak ph ni iman tak rukun iman kalau iman jaga islam,0,0,0,0,0,0,0,0,0,0,0,0
7982,bobrok birokrasi anies sandi jabat url via user,1,0,1,0,0,0,0,0,1,1,0,0
7983,user user maklum partai komunis sejahtera,1,0,0,1,0,0,0,0,1,0,1,0
7984,user brengsek lama tri aplikasi bima tri jgn hapus knapa sih,1,1,0,1,0,0,0,0,1,0,1,0
7985,meski banyak tuding duga korupsi sby tdk pernah dorong jaksa usut himbau kpk usut duga korupsi jkwi solo raya,1,0,1,0,0,0,0,0,1,1,0,0
7986,rt user brondong kontol brondong kontollokal prank straight kontolbrondong url,0,1,0,0,0,0,0,0,0,0,0,0
7987,pak jokowi seperti bung karno dengan cara apa di lengser karna gak paham,1,0,1,0,0,0,0,0,1,1,0,0
7988,rt user tonton dong ini user user user meski hina intimidasi user tetep dateng bandungxexxa,0,0,0,0,0,0,0,0,0,0,0,0
7989,user lebih bagus kalau dpr di bubar,1,0,0,1,0,0,0,0,1,0,1,0
7990,user user ustad yg ngentat ngentot pas dakwah saya kasi kutip ga yakin dakwah betul apa ngga xfxfxx,1,1,1,0,0,0,0,1,0,1,0,0
7991,user user user bolot alias daki xfxfxx,1,1,1,0,0,0,1,0,0,1,0,0
7992,user ateis bukan suatu agama fase,0,0,0,0,0,0,0,0,0,0,0,0
7993,user user user user user iya kampang,1,1,1,0,0,0,0,0,1,1,0,0
7994,user ngerusak jadwal aja lo kata mau dateng teknisi rumah pagi sampe sore ditungguin kacrut dah,1,1,0,1,0,0,0,0,1,0,1,0
7995,user lemah punca pucuk pimpin parti lemah lepas presiden umno najib razak letak jawat hishammuddin zahid tak tepat kriteria pimpin parti takat ismail kassimnxexxnehehehe betul kata kj korang ni m,0,0,0,0,0,0,0,0,0,0,0,0
7996,dedi mulyadi tidak tinggal identitas daerah jawa barat rupa wilayah kaya budaya mulai cirebon sunda galuh sunda betawi budaya hbdkangdedi,0,0,0,0,0,0,0,0,0,0,0,0
7997,user ketika cewe pms jangan cowo buaya aja takut xfxfxxxfxfxxxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
7998,btw si ratu tiru afi hinayah udah undang jokowi istana posting tiru yes ntar ancam mau bunuh diri alloh,1,0,1,0,0,0,0,0,1,1,0,0
7999,user kalo nyasar jamban sekali mandi,0,0,0,0,0,0,0,0,0,0,0,0
8000,rt user user user tuju bgt coba klo ahok msh jd gubernur dki tamat nih rs,1,0,1,0,0,0,0,0,1,1,0,0
8001,sayah mah orang bodo soal agama gak kaya kleaan yg pinter makanya sayah ajar biar gak jadi orang yg rugi,0,0,0,0,0,0,0,0,0,0,0,0
8002,psi sanggah pernah nyata dukung pasang gus ipulputi aliansi santri pemuda ekonom kiai arumi bachsin baguss banyuwangi baris gus sholah baris mahasantri loyalis khofifah baris rawan khofifah black campaign calon gubernur,0,0,0,0,0,0,0,0,0,0,0,0
8003,user user user bedebahteror psikologis pilih jokowi,1,1,1,0,0,0,0,0,1,1,0,0
8004,user user uu md bosq jan lupa bebas dapat diri komplot coba jadi benar,0,0,0,0,0,0,0,0,0,0,0,0
8005,rt user user user ijazah mu apa sih yg pling tinggi cek beda permesta dgn semesta,1,0,1,0,0,0,0,0,1,1,0,0
8006,najis minta bgt gua kepruk lu gov,1,1,1,0,0,0,0,0,1,1,0,0
8007,orang indonesia bego,1,1,0,1,0,0,0,0,1,0,1,0
8008,rt user satu tim sukses jokowi jatah pertamina bakal makin rugi url,1,0,0,1,0,0,0,0,1,0,1,0
8009,user aku milih bom,0,0,0,0,0,0,0,0,0,0,0,0
8010,user trus solusi jangka pendek cegah aksi bom bunuh diri apa prof kalau gak pake undang,0,0,0,0,0,0,0,0,0,0,0,0
8011,rt user user klu rezim sdh ganti pulang anti islam gak percaya,1,0,1,0,1,0,0,0,0,1,0,0
8012,user wkwkwk telat banget idiot,0,1,0,0,0,0,0,0,0,0,0,0
8013,dulu kelas tengah pilih jokowi lawan prabowo kasus ham sekarang kok hancur gin indonesia,1,0,1,0,0,0,0,0,1,1,0,0
8014,user kamu silit ardhogxexxaxefxbxf,1,1,1,0,0,0,0,0,1,1,0,0
8015,user user love mindun antek antek xexxaxexxaxexxa,0,0,0,0,0,0,0,0,0,0,0,0
8016,user user kafir loe,1,1,1,0,1,0,0,0,0,1,0,0
8017,kata user rezim anti islam boleh dapat fadli zon anti nkri krn coba bentur umat islam dgn negara amp aparat,1,0,1,0,0,0,0,0,1,1,0,0
8018,rt user mahasiswi sange ngocok memeknncolmek ngintip bokepindo vivov kincil bokepsma pasutri ngentot tantegirang bugiltexexxa,0,1,0,0,0,0,0,0,0,0,0,0
8019,user user waduh pdhal bru pindah tugas dr pontianak sini sering liat kodam hehehe kecil sok jual mahal pdhal maho hahaha,0,1,0,0,0,0,0,0,0,0,0,0
8020,user user user ngemeng lu dasar jelas nasrani kafir,1,1,1,0,1,0,0,0,0,1,0,0
8021,user user memang benar ingin ganti mudahn ekonomi makin baik gk sulit sekarang,1,0,1,0,0,0,0,0,1,1,0,0
8022,lengser aja kalo perlu gebuk sekali bukti dukung radikalisme,1,0,1,0,0,0,0,0,1,0,0,1
8023,xexxc xexxdnnterik matahari hendak seruak terobos indera lihat sosok asing lantas bangun sekal keluh nyaman tubuhnyannrasanya nyamannnxexxcnghxexxd sosok rambu,0,0,0,0,0,0,0,0,0,0,0,0
8024,cinta buta buta gelap gelap asik jadinkalo cinta gelap ajah lebih asik,0,0,0,0,0,0,0,0,0,0,0,0
8025,xexx xexxckamu drop out kampusmuxexxd ujar baskoro nada tegas nnmata sipit lion bukat buat kejut ia tak pernah beri tahu siapasiapa masuk ibu nxexxcbapak tau anak temen b,0,0,0,0,0,0,0,0,0,0,0,0
8026,buka rangkai diginesia gelar round table discussion rencana hadir menteri koperasi ukm anak agung gede ngurah puspayoga wakil gubernur dki jakarta sandiaga uno gedung sindo jakarta senin sindone,0,0,0,0,0,0,0,0,0,0,0,0
8027,jadi pusing sendiri kan gua asw,0,1,0,0,0,0,0,0,0,0,0,0
8028,user dasar kau lelaki kerduslelaki karpet lelaki kencrot lelaki bangkrut lelaki mencret lelaki kerbet lelaki bangsaaaaaaaatttt,1,1,1,0,0,0,0,0,1,1,0,0
8029,misi bangun masyarakat gotong royong toleran harmoni selaras nilai budaya jawa barat luhur asyikmnang,0,0,0,0,0,0,0,0,0,0,0,0
8030,user curang apah titit sele mas sakit nih,0,1,0,0,0,0,0,0,0,0,0,0
8031,user ngentod yuk saynk,0,1,0,0,0,0,0,0,0,0,0,0
8032,user user user user user user user user ehhkita positif dulu gaes mau tekan kaum siasiabela agama yg kitab suci fiksi jugakalau fiksi isi suatu norma kehid,1,0,0,1,0,0,0,0,1,0,1,0
8033,user sama koreng larang saling hina,0,1,0,0,0,0,0,0,0,0,0,0
8034,telkomsel kacrut neh dah menit wa gak ngapangapain bahkan telepon aja bisa fakuy,1,1,0,1,0,0,0,0,1,0,1,0
8035,rt user dukung ahok tangkap semua jam jokowi lagi,1,0,1,0,0,0,0,0,1,1,0,0
8036,bunuh semua anak lahir semua aku dengar hangus salah satu desa akhirakhir tidak dapat respon dari desak pergi hutan idora eadlyn akan lindung cacat yang t,0,0,0,0,0,0,0,0,0,0,0,0
8037,user apa benar megang eek nahan batu,0,0,0,0,0,0,0,0,0,0,0,0
8038,user sok inggris lu anjir ngerepotin xfxfxxxfxfxxnfi nya gabisa diceritain panjaaangg sekali inti lu cuek cuek najis awal nyata isi zonk pipel desc nya apa lu orang tak ekspres gak tebak nyebelin tuk,1,1,1,0,0,0,0,0,1,1,0,0
8039,user ihhh makin bego dah lesbi guaa,0,1,0,0,0,0,0,0,0,0,0,0
8040,memang enak kan kalau asal komentar lihat situasi dulu sakit hati siapa tahu beli obat jerawat gak murah lo harga orang mau sembuh jerawat bukan malah nambahi cocotcocot gak simpan argumen gak penting,0,1,0,0,0,0,0,0,0,0,0,0
8041,kaget anjir tbtb kucing masuk kamar asw,0,1,0,0,0,0,0,0,0,0,0,0
8042,user malen jempol gwa gel nge switch acc kampang on d yg satu aja nde,0,1,0,0,0,0,0,0,0,0,0,0
8043,rt user user saya kata mustahil polisi berani tangkap dr kubu sono mustahil bin mustahal kapolri politicid,1,0,1,0,0,0,0,0,1,1,0,0
8044,playlist hari dygta kesepianwali jodialda aku tak biasatiti kamal jablay,0,0,0,0,0,0,0,0,0,0,0,0
8045,user heleh paling komplot banci lu,1,1,1,0,0,0,0,1,0,1,0,0
8046,tak satu para pki silah rekonsiliasi cebong dungu kolam,1,1,0,1,0,0,0,0,1,0,1,0
8047,xexxbcxexcxanntak cacat tak laku salah sedikit sang wanita bisa laku tetap jadi layan sana nnxexxxexxbertahan hidup kata selalu ngiang kepala i,0,0,0,0,0,0,0,0,0,0,0,0
8048,komunis baru hasil kuasa penuh rezim user,1,0,1,0,0,0,0,0,1,1,0,0
8049,rt user nyata indonesia sdah jd anggota negara makmur cina iya yg makmur cina,1,0,0,1,0,1,0,0,0,0,1,0
8050,bismillahirrohmannirohhim dg niat ridho amp ikhlassaya janji jokowi kalah pilpres akan sujud syukur tengah alunalun majalengka amp kibar bendera merah putih panyaweyan smoga umur sy panjang utk tunai j,1,0,1,0,0,0,0,0,1,1,0,0
8051,punya mata sipit gaenaknnsusah pake eyeliner,0,0,0,0,0,0,0,0,0,0,0,0
8052,tanah rakyat kembang modus korupsi besar ahok lama jadi gubernur jakarta asumsi rp jutam rp triliun,1,0,1,0,0,0,0,0,1,1,0,0
8053,nama indra j piliang status periksa kasus guna narkotika duga dukung aniessandi,1,0,1,0,0,0,0,0,1,1,0,0
8054,xexxcshalat rasa paling berat orangorangnmunafik shalat isya shalat subuhnbukhari berat lang jamaah isya,0,0,0,0,0,0,0,0,0,0,0,0
8055,user user user eh cebong jaga tuh congor lu klo ngomong emang user salah dmna bong presidenbaru npresidenbaru ngantipresiden ngantipresiden ngantipresiden,1,1,1,0,0,0,0,0,1,1,0,0
8056,akan ajar giat penuh dedikasi bukan untuk lulus uji idiot,0,0,0,0,0,0,0,0,0,0,0,0
8057,user gw berangkat jadi remaja sama lagu loenkok sekarang elo malah jadi cebong dungu apa elo udah kenyang jadi tulalit,1,1,1,0,0,0,0,0,1,1,0,0
8058,beda mana budayaajaran islam ajar islam sesuai al quran hadis yg sahih hanya buat umat islam beda dgn budaya arab adat istiadat org arab orang islam kristen misal pakai kerudung baju gamis makan unta piara jambang d,0,0,0,0,0,0,0,0,0,0,0,0
8059,user user eh onta tolol kasihan org tua lahir ekor binatang mu dasar kaum bumi dtr pks laknat,1,1,0,1,0,0,0,0,1,0,1,0
8060,user rezim keren orba yg bikin kontrak bikin sengsara rakyat satu presiden yg bikin freeport beri saham gede nnhanya jokowi yg nkalau ada yg nyinyir arti antek asing nnindonesiakuasaifreeport njoko,1,0,0,1,0,0,0,0,1,0,1,0
8061,user sirik aja nih onta,1,1,1,0,0,0,0,0,1,1,0,0
8062,masuk jokowi tokoh muslim pengaruh kepala staf presiden jenderal purn moeldoko anggap bukti juang presiden umat muslim indonesia tokohmuslimberpengaruh themuslim,0,0,0,0,0,0,0,0,0,0,0,0
8063,user ngga ah yg punya kampret bukan cebong,1,1,0,1,0,0,0,0,1,0,1,0
8064,user user user maa syaa allah mantapppppp eittsssbangga euyy punya gubernur indonesia user,0,0,0,0,0,0,0,0,0,0,0,0
8065,user user xfxfxxxfxfxxxfxfxx rezim cebonggak mau lihat realita rakyat,1,1,1,0,0,0,0,0,1,1,0,0
8066,wanita transgender usia tahun mansehra buah kota timur pakistan keliling gunung hijau tengah kampanye milu pakistan juli majuxexxa url,0,0,0,0,0,0,0,0,0,0,0,0
8067,user nyata gua salah sangka lama inindasar tipu bejat laknatsering sunat,1,1,1,0,0,0,0,0,1,1,0,0
8068,rt user user user user user user user user user user user user userxexxa,0,0,0,0,0,0,0,0,0,0,0,0
8069,user hdh cakep bolot,1,1,1,0,0,0,1,0,0,1,0,0
8070,anggap pro ekonomi rakyat tgb dorong ikut pilpres,0,0,0,0,0,0,0,0,0,0,0,0
8071,user kemarin ahok nyebut bangsatemang orang yg laku ngisep darah rakyatnnsekarang yg sebut goblogditanya siapa orang malah cuma nuduh aja,0,1,0,0,0,0,0,0,0,0,0,0
8072,user user user user user user user user user user user kait dg cipta lapang kerja teknologi baru bukan prioritas tenaga asing yg bawa investor,0,0,0,0,0,0,0,0,0,0,0,0
8073,user ga pernah solat ga pernah ngaji ga pernah inget allah selalu khayal punya pacar kayak aktor korea ampun sih mungkin kalo situ nonton mungkin mikirnya lah stop kait soal agama hal apa m,0,0,0,0,0,0,0,0,0,0,0,0
8074,bukan pt antam yang pinjam bank bumn antam lebih alam tambang emas medco peruaahaan swasta tambah sumber dana china sama jual lepas as lalu jatuh genggam china,0,0,0,0,0,0,0,0,0,0,0,0
